NAME	TITLE	SCORE	
PCAT4	prostate cancer associated transcript 4 [Source:HGNC Symbol;Acc:HGNC:24853]	0.25045735	
MIR26A1	microRNA 26a-1 [Source:HGNC Symbol;Acc:HGNC:31610]	0.24975783	
FGG	fibrinogen gamma chain [Source:HGNC Symbol;Acc:HGNC:3694]	0.24973208	
OR5AC2	olfactory receptor family 5 subfamily AC member 2 [Source:HGNC Symbol;Acc:HGNC:15431]	0.24854381	
TTTY17A	testis-specific transcript, Y-linked 17A [Source:HGNC Symbol;Acc:HGNC:18841]	0.24848153	
SLC2A2	solute carrier family 2 member 2 [Source:HGNC Symbol;Acc:HGNC:11006]	0.24804254	
AL008638.2	uncharacterized LOC284898 [Source:NCBI gene (formerly Entrezgene);Acc:284898]	0.24765003	
F9	coagulation factor IX [Source:HGNC Symbol;Acc:HGNC:3551]	0.2476407	
LINC01555	long intergenic non-protein coding RNA 1555 [Source:HGNC Symbol;Acc:HGNC:26647]	0.24710926	
GC	GC vitamin D binding protein [Source:HGNC Symbol;Acc:HGNC:4187]	0.2459438	
OR11H6	olfactory receptor family 11 subfamily H member 6 [Source:HGNC Symbol;Acc:HGNC:15349]	0.24555904	
LINC00113	long intergenic non-protein coding RNA 113 [Source:HGNC Symbol;Acc:HGNC:1264]	0.24531333	
OR4L1	olfactory receptor family 4 subfamily L member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15356]	0.24485983	
OR8J3	olfactory receptor family 8 subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:15312]	0.24423347	
REG3G	regenerating family member 3 gamma [Source:HGNC Symbol;Acc:HGNC:29595]	0.24360569	
OPRPN	opiorphin prepropeptide [Source:HGNC Symbol;Acc:HGNC:17279]	0.24348357	
MIR101-2	microRNA 101-2 [Source:HGNC Symbol;Acc:HGNC:31489]	0.24305564	
FTMT	ferritin mitochondrial [Source:HGNC Symbol;Acc:HGNC:17345]	0.24228036	
C4BPA	complement component 4 binding protein alpha [Source:HGNC Symbol;Acc:HGNC:1325]	0.24186878	
PER3P1	PER3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54525]	0.24138314	
FABP2	fatty acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3556]	0.24081121	
OR4C15	olfactory receptor family 4 subfamily C member 15 [Source:HGNC Symbol;Acc:HGNC:15171]	0.2405245	
OR1L3	olfactory receptor family 1 subfamily L member 3 [Source:HGNC Symbol;Acc:HGNC:8215]	0.24023768	
DNAAF6	dynein axonemal assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:28570]	0.24020141	
CPXCR1	CPX chromosome region candidate 1 [Source:HGNC Symbol;Acc:HGNC:2332]	0.23954381	
UGT2B28	UDP glucuronosyltransferase family 2 member B28 [Source:HGNC Symbol;Acc:HGNC:13479]	0.2395253	
ARG1	arginase 1 [Source:HGNC Symbol;Acc:HGNC:663]	0.23907985	
OR4D9	olfactory receptor family 4 subfamily D member 9 [Source:HGNC Symbol;Acc:HGNC:15178]	0.23892266	
AC105206.2	novel transcript	0.23888378	
HTN1	histatin 1 [Source:HGNC Symbol;Acc:HGNC:5283]	0.23872088	
OR6M1	olfactory receptor family 6 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:14711]	0.23842862	
OR2B2	olfactory receptor family 2 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:13966]	0.23730361	
SLC17A4	solute carrier family 17 member 4 [Source:HGNC Symbol;Acc:HGNC:10932]	0.23725556	
OR52A5	olfactory receptor family 52 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:19580]	0.2363176	
TRIM77	tripartite motif containing 77 [Source:HGNC Symbol;Acc:HGNC:34228]	0.23618013	
CCIN	calicin [Source:HGNC Symbol;Acc:HGNC:1568]	0.23607299	
AADAC	arylacetamide deacetylase [Source:HGNC Symbol;Acc:HGNC:17]	0.23591962	
OR2T29	olfactory receptor family 2 subfamily T member 29 [Source:HGNC Symbol;Acc:HGNC:31253]	0.23589462	
C9orf92	chromosome 9 open reading frame 92 [Source:HGNC Symbol;Acc:HGNC:19054]	0.23510431	
OR6N1	olfactory receptor family 6 subfamily N member 1 [Source:HGNC Symbol;Acc:HGNC:15034]	0.23464385	
PNLIP	pancreatic lipase [Source:HGNC Symbol;Acc:HGNC:9155]	0.23438807	
MIA2	MIA SH3 domain ER export factor 2 [Source:HGNC Symbol;Acc:HGNC:18432]	0.23407872	
MIR100	microRNA 100 [Source:HGNC Symbol;Acc:HGNC:31487]	0.23403852	
SERPIND1	serpin family D member 1 [Source:HGNC Symbol;Acc:HGNC:4838]	0.23353478	
FGA	fibrinogen alpha chain [Source:HGNC Symbol;Acc:HGNC:3661]	0.23325244	
ADAD1	adenosine deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30713]	0.23320316	
G6PC	glucose-6-phosphatase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4056]	0.23312415	
SERPINA7	serpin family A member 7 [Source:HGNC Symbol;Acc:HGNC:11583]	0.23308282	
FGB	fibrinogen beta chain [Source:HGNC Symbol;Acc:HGNC:3662]	0.23257817	
MIR1-1	microRNA 1-1 [Source:HGNC Symbol;Acc:HGNC:31499]	0.23254992	
OR10K2	olfactory receptor family 10 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:14826]	0.23251082	
OR2J2	olfactory receptor family 2 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:8260]	0.23147064	
UGT2B4	UDP glucuronosyltransferase family 2 member B4 [Source:HGNC Symbol;Acc:HGNC:12553]	0.23141214	
LINC02733	long intergenic non-protein coding RNA 2733 [Source:HGNC Symbol;Acc:HGNC:54250]	0.23130381	
ITIH2	inter-alpha-trypsin inhibitor heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:6167]	0.23129767	
OR10J1	olfactory receptor family 10 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:8175]	0.23064142	
UGT2B11	UDP glucuronosyltransferase family 2 member B11 [Source:HGNC Symbol;Acc:HGNC:12545]	0.23042807	
OR52E2	olfactory receptor family 52 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:14769]	0.23038939	
HRG	histidine rich glycoprotein [Source:HGNC Symbol;Acc:HGNC:5181]	0.22937454	
PRG4	proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:9364]	0.22895214	
UGT2B10	UDP glucuronosyltransferase family 2 member B10 [Source:HGNC Symbol;Acc:HGNC:12544]	0.22885525	
TRIM49B	tripartite motif containing 49B [Source:HGNC Symbol;Acc:HGNC:42955]	0.22871162	
CFTR	CF transmembrane conductance regulator [Source:HGNC Symbol;Acc:HGNC:1884]	0.22845016	
ANGPTL3	angiopoietin like 3 [Source:HGNC Symbol;Acc:HGNC:491]	0.22800048	
AGR2	anterior gradient 2, protein disulphide isomerase family member [Source:HGNC Symbol;Acc:HGNC:328]	0.22783802	
MIRLET7E	microRNA let-7e [Source:HGNC Symbol;Acc:HGNC:31482]	0.22772804	
GLYATL3	glycine-N-acyltransferase like 3 [Source:HGNC Symbol;Acc:HGNC:21349]	0.22751398	
OR5D13	olfactory receptor family 5 subfamily D member 13 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15280]	0.2267954	
OR10A5	olfactory receptor family 10 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:15131]	0.22657658	
UGT2A2	UDP glucuronosyltransferase family 2 member A2 [Source:HGNC Symbol;Acc:HGNC:28183]	0.22655264	
KRTAP24-1	keratin associated protein 24-1 [Source:HGNC Symbol;Acc:HGNC:33902]	0.22653311	
PCGEM1	PCGEM1 prostate-specific transcript [Source:HGNC Symbol;Acc:HGNC:30145]	0.22600983	
SPATA31D4	SPATA31 subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:38601]	0.2256462	
MIR9-2	microRNA 9-2 [Source:HGNC Symbol;Acc:HGNC:31642]	0.22526383	
FAM149B1P1	family with sequence similarity 149 member B1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31735]	0.22487842	
LINC00323	long intergenic non-protein coding RNA 323 [Source:HGNC Symbol;Acc:HGNC:19720]	0.22485645	
OR10AG1	olfactory receptor family 10 subfamily AG member 1 [Source:HGNC Symbol;Acc:HGNC:19607]	0.22308291	
OR4D11	olfactory receptor family 4 subfamily D member 11 [Source:HGNC Symbol;Acc:HGNC:15174]	0.22295953	
MSMB	microseminoprotein beta [Source:HGNC Symbol;Acc:HGNC:7372]	0.22276528	
F11	coagulation factor XI [Source:HGNC Symbol;Acc:HGNC:3529]	0.22195022	
SLCO1B3	solute carrier organic anion transporter family member 1B3 [Source:HGNC Symbol;Acc:HGNC:10961]	0.2213564	
KERA	keratocan [Source:HGNC Symbol;Acc:HGNC:6309]	0.22090466	
TEX36	testis expressed 36 [Source:HGNC Symbol;Acc:HGNC:31653]	0.22079104	
OR1G1	olfactory receptor family 1 subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:8204]	0.22053167	
IQCF2	IQ motif containing F2 [Source:HGNC Symbol;Acc:HGNC:31815]	0.22029391	
ODAM	odontogenic, ameloblast associated [Source:HGNC Symbol;Acc:HGNC:26043]	0.22012813	
MIR128-2	microRNA 128-2 [Source:HGNC Symbol;Acc:HGNC:31511]	0.21904977	
SERPINB4	serpin family B member 4 [Source:HGNC Symbol;Acc:HGNC:10570]	0.21876812	
KRTAP19-2	keratin associated protein 19-2 [Source:HGNC Symbol;Acc:HGNC:18937]	0.21830662	
REG3A	regenerating family member 3 alpha [Source:HGNC Symbol;Acc:HGNC:8601]	0.21820432	
F13B	coagulation factor XIII B chain [Source:HGNC Symbol;Acc:HGNC:3534]	0.21797875	
AFM	afamin [Source:HGNC Symbol;Acc:HGNC:316]	0.21766779	
FER1L6-AS2	FER1L6 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:26534]	0.2176442	
FLJ40288	uncharacterized FLJ40288 [Source:NCBI gene (formerly Entrezgene);Acc:286023]	0.21743888	
CFHR5	complement factor H related 5 [Source:HGNC Symbol;Acc:HGNC:24668]	0.21737158	
STATH	statherin [Source:HGNC Symbol;Acc:HGNC:11369]	0.21722908	
OR8B4	olfactory receptor family 8 subfamily B member 4 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8473]	0.2170683	
TMPRSS11BNL	TMPRSS11B N-terminal like, pseudogene [Source:HGNC Symbol;Acc:HGNC:37262]	0.21699722	
MIR182	microRNA 182 [Source:HGNC Symbol;Acc:HGNC:31553]	0.21678507	
OR4C45	olfactory receptor family 4 subfamily C member 45 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:31270]	0.21650168	
LECT2	leukocyte cell derived chemotaxin 2 [Source:HGNC Symbol;Acc:HGNC:6550]	0.21647705	
APOF	apolipoprotein F [Source:HGNC Symbol;Acc:HGNC:615]	0.21617082	
IL3	interleukin 3 [Source:HGNC Symbol;Acc:HGNC:6011]	0.21544853	
HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2 [Source:HGNC Symbol;Acc:HGNC:5008]	0.2153707	
KIR2DL5B	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B [Source:HGNC Symbol;Acc:HGNC:16346]	0.21525155	
SPP2	secreted phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:11256]	0.21524712	
LINC00518	long intergenic non-protein coding RNA 518 [Source:HGNC Symbol;Acc:HGNC:28626]	0.21504971	
MIR34C	microRNA 34c [Source:HGNC Symbol;Acc:HGNC:31637]	0.21502079	
LYZL6	lysozyme like 6 [Source:HGNC Symbol;Acc:HGNC:29614]	0.21498655	
BMP10	bone morphogenetic protein 10 [Source:HGNC Symbol;Acc:HGNC:20869]	0.21481037	
MEPE	matrix extracellular phosphoglycoprotein [Source:HGNC Symbol;Acc:HGNC:13361]	0.21472685	
OR5AK2	olfactory receptor family 5 subfamily AK member 2 [Source:HGNC Symbol;Acc:HGNC:15251]	0.21434596	
ALDOB	aldolase, fructose-bisphosphate B [Source:HGNC Symbol;Acc:HGNC:417]	0.21429048	
OR11H4	olfactory receptor family 11 subfamily H member 4 [Source:HGNC Symbol;Acc:HGNC:15347]	0.213999	
MIR129-2	microRNA 129-2 [Source:HGNC Symbol;Acc:HGNC:31513]	0.21393916	
MUC13	mucin 13, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7511]	0.21376549	
TDGF1P3	teratocarcinoma-derived growth factor 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:11703]	0.2136596	
OR5R1	olfactory receptor family 5 subfamily R member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14841]	0.2134333	
ANXA10	annexin A10 [Source:HGNC Symbol;Acc:HGNC:534]	0.21323332	
C8A	complement C8 alpha chain [Source:HGNC Symbol;Acc:HGNC:1352]	0.21283948	
HOXA11	homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]	0.21271381	
OR7G2	olfactory receptor family 7 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:8466]	0.21260849	
RNASE11	ribonuclease A family member 11 (inactive) [Source:HGNC Symbol;Acc:HGNC:19269]	0.21252313	
POU1F1	POU class 1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9210]	0.2125165	
TTTY12	testis-specific transcript, Y-linked 12 [Source:HGNC Symbol;Acc:HGNC:18493]	0.21243888	
OR6C76	olfactory receptor family 6 subfamily C member 76 [Source:HGNC Symbol;Acc:HGNC:31305]	0.21227112	
SAA1	serum amyloid A1 [Source:HGNC Symbol;Acc:HGNC:10513]	0.21210565	
SULT2A1	sulfotransferase family 2A member 1 [Source:HGNC Symbol;Acc:HGNC:11458]	0.21188943	
IL26	interleukin 26 [Source:HGNC Symbol;Acc:HGNC:17119]	0.21187194	
NBPF17P	NBPF member 17, pseudogene [Source:HGNC Symbol;Acc:HGNC:31997]	0.21180852	
C1orf185	chromosome 1 open reading frame 185 [Source:HGNC Symbol;Acc:HGNC:28096]	0.21179709	
ADH6	alcohol dehydrogenase 6 (class V) [Source:HGNC Symbol;Acc:HGNC:255]	0.21173377	
OR51I1	olfactory receptor family 51 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:15200]	0.21137625	
PTH	parathyroid hormone [Source:HGNC Symbol;Acc:HGNC:9606]	0.2104816	
C4orf51	chromosome 4 open reading frame 51 [Source:HGNC Symbol;Acc:HGNC:37264]	0.21046533	
LINC00052	long intergenic non-protein coding RNA 52 [Source:HGNC Symbol;Acc:HGNC:26455]	0.21033584	
HAO1	hydroxyacid oxidase 1 [Source:HGNC Symbol;Acc:HGNC:4809]	0.20945261	
ORM2	orosomucoid 2 [Source:HGNC Symbol;Acc:HGNC:8499]	0.2094295	
INS-IGF2	INS-IGF2 readthrough [Source:HGNC Symbol;Acc:HGNC:33527]	0.20932873	
CYP4A11	cytochrome P450 family 4 subfamily A member 11 [Source:HGNC Symbol;Acc:HGNC:2642]	0.20902245	
OR13C4	olfactory receptor family 13 subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:14722]	0.20897193	
PMCHL1	pro-melanin concentrating hormone like 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:9110]	0.2087356	
APOBEC4	apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4 [Source:HGNC Symbol;Acc:HGNC:32152]	0.20867896	
SMR3B	submaxillary gland androgen regulated protein 3B [Source:HGNC Symbol;Acc:HGNC:17326]	0.2086557	
TAAR1	trace amine associated receptor 1 [Source:HGNC Symbol;Acc:HGNC:17734]	0.2086126	
LIPC	lipase C, hepatic type [Source:HGNC Symbol;Acc:HGNC:6619]	0.20819727	
APOB	apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]	0.20801651	
CCL16	C-C motif chemokine ligand 16 [Source:HGNC Symbol;Acc:HGNC:10614]	0.20786402	
ACSM2B	acyl-CoA synthetase medium chain family member 2B [Source:HGNC Symbol;Acc:HGNC:30931]	0.20782954	
CSTL1	cystatin like 1 [Source:HGNC Symbol;Acc:HGNC:15958]	0.20780942	
PNLIPRP3	pancreatic lipase related protein 3 [Source:HGNC Symbol;Acc:HGNC:23492]	0.20775548	
AL662884.3	novel transcript	0.20770943	
STX3	syntaxin 3 [Source:HGNC Symbol;Acc:HGNC:11438]	0.20706631	
MAP3K19	mitogen-activated protein kinase kinase kinase 19 [Source:HGNC Symbol;Acc:HGNC:26249]	0.20646709	
WFDC8	WAP four-disulfide core domain 8 [Source:HGNC Symbol;Acc:HGNC:16163]	0.20642433	
MIR302A	microRNA 302a [Source:HGNC Symbol;Acc:HGNC:31623]	0.2061943	
OR2A25	olfactory receptor family 2 subfamily A member 25 [Source:HGNC Symbol;Acc:HGNC:19562]	0.20614676	
ORM1	orosomucoid 1 [Source:HGNC Symbol;Acc:HGNC:8498]	0.20611429	
APOA2	apolipoprotein A2 [Source:HGNC Symbol;Acc:HGNC:601]	0.20574278	
IGKV2-40	immunoglobulin kappa variable 2-40 [Source:HGNC Symbol;Acc:HGNC:5789]	0.20574051	
GFRAL	GDNF family receptor alpha like [Source:HGNC Symbol;Acc:HGNC:32789]	0.20555815	
OR6C70	olfactory receptor family 6 subfamily C member 70 [Source:HGNC Symbol;Acc:HGNC:31299]	0.20509095	
PSORS1C1	psoriasis susceptibility 1 candidate 1 [Source:HGNC Symbol;Acc:HGNC:17202]	0.2050077	
OR10D4P	olfactory receptor family 10 subfamily D member 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:14770]	0.20457153	
ASIC5	acid sensing ion channel subunit family member 5 [Source:HGNC Symbol;Acc:HGNC:17537]	0.20450841	
MIR126	microRNA 126 [Source:HGNC Symbol;Acc:HGNC:31508]	0.20442803	
PRAMEF7	PRAME family member 7 [Source:HGNC Symbol;Acc:HGNC:28415]	0.20426342	
LMNTD1	lamin tail domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26683]	0.20364441	
LINC00102	long intergenic non-protein coding RNA 102 [Source:HGNC Symbol;Acc:HGNC:30470]	0.20327954	
EFCAB1	EF-hand calcium binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25678]	0.2031749	
ABCB11	ATP binding cassette subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:42]	0.20289882	
TRIM49D2	tripartite motif containing 49D2 [Source:HGNC Symbol;Acc:HGNC:37217]	0.20274173	
TMCO2	transmembrane and coiled-coil domains 2 [Source:HGNC Symbol;Acc:HGNC:23312]	0.20269935	
SLC17A1	solute carrier family 17 member 1 [Source:HGNC Symbol;Acc:HGNC:10929]	0.20249507	
GLYAT	glycine-N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:13734]	0.20248309	
CPS1-IT1	CPS1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:30102]	0.20245428	
AL033523.1	novel transcript	0.20234372	
OR51Q1	olfactory receptor family 51 subfamily Q member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14851]	0.20201255	
TAT	tyrosine aminotransferase [Source:HGNC Symbol;Acc:HGNC:11573]	0.20165685	
FAM99A	family with sequence similarity 99 member A [Source:HGNC Symbol;Acc:HGNC:32368]	0.20146225	
IQCF1	IQ motif containing F1 [Source:HGNC Symbol;Acc:HGNC:28607]	0.20108518	
SLCO6A1	solute carrier organic anion transporter family member 6A1 [Source:HGNC Symbol;Acc:HGNC:23613]	0.20085567	
CPN1	carboxypeptidase N subunit 1 [Source:HGNC Symbol;Acc:HGNC:2312]	0.20041376	
MS4A12	membrane spanning 4-domains A12 [Source:HGNC Symbol;Acc:HGNC:13370]	0.2003107	
ZNRD1ASP	zinc ribbon domain containing 1 antisense, pseudogene [Source:HGNC Symbol;Acc:HGNC:13924]	0.20027466	
TTR	transthyretin [Source:HGNC Symbol;Acc:HGNC:12405]	0.20021504	
ADAM30	ADAM metallopeptidase domain 30 [Source:HGNC Symbol;Acc:HGNC:208]	0.20017469	
IFNE	interferon epsilon [Source:HGNC Symbol;Acc:HGNC:18163]	0.1999097	
COL5A1-AS1	COL5A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31368]	0.1997417	
OR10K1	olfactory receptor family 10 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:14693]	0.1996219	
SLFN14	schlafen family member 14 [Source:HGNC Symbol;Acc:HGNC:32689]	0.19960827	
OR5K1	olfactory receptor family 5 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:8349]	0.19943061	
OR51F1	olfactory receptor family 51 subfamily F member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15196]	0.19936416	
OR6C3	olfactory receptor family 6 subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:15437]	0.19935815	
OR51A2	olfactory receptor family 51 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:14764]	0.19935013	
OR5H14	olfactory receptor family 5 subfamily H member 14 [Source:HGNC Symbol;Acc:HGNC:31286]	0.19896486	
MBD3L1	methyl-CpG binding domain protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:15774]	0.19853306	
OR5H2	olfactory receptor family 5 subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:14752]	0.19798328	
IFNA4	interferon alpha 4 [Source:HGNC Symbol;Acc:HGNC:5425]	0.19796056	
